group,date,net,long,short
Leveraged Funds,2008-06-17,-396660,572422,969082
Leveraged Funds,2008-06-10,-404637,532891,937528
Leveraged Funds,2008-06-03,-428612,474919,903531
Leveraged Funds,2008-05-27,-417391,463222,880613
Leveraged Funds,2008-05-20,-473156,403849,877005
Leveraged Funds,2008-05-13,-415554,402546,818100
Leveraged Funds,2008-05-06,-373363,403446,776809
Leveraged Funds,2008-04-29,-463978,327697,791675
Leveraged Funds,2008-04-22,-471198,322298,793496
Leveraged Funds,2008-04-15,-466646,344871,811517
Leveraged Funds,2008-04-08,-537130,312596,849726
Leveraged Funds,2008-04-01,-529761,340065,869826
Leveraged Funds,2008-03-25,-527080,334083,861163
Leveraged Funds,2008-03-18,-254917,604562,859479
Leveraged Funds,2008-03-11,-336700,590459,927159
Leveraged Funds,2008-03-04,-371039,585462,956501
Leveraged Funds,2008-02-26,-415082,551525,966607
Leveraged Funds,2008-02-19,-417373,564760,982133
Leveraged Funds,2008-02-12,-349025,554938,903963
Leveraged Funds,2008-02-05,-239130,628763,867893
Leveraged Funds,2008-01-29,-203902,565711,769613
Leveraged Funds,2008-01-22,-94373,671749,766122
Leveraged Funds,2008-01-15,-261026,550848,811874
Leveraged Funds,2008-01-08,-338821,498981,837802
Leveraged Funds,2007-12-31,-298064,390851,688915
Leveraged Funds,2007-12-24,-304923,358019,662942
Leveraged Funds,2007-12-18,-397278,424324,821602
Leveraged Funds,2007-12-11,-509570,345918,855488
Leveraged Funds,2007-12-04,-483036,346312,829348
Leveraged Funds,2007-11-27,-427553,387580,815133
Leveraged Funds,2007-11-20,-445300,366862,812162
Leveraged Funds,2007-11-13,-434148,378067,812215
Leveraged Funds,2007-11-06,-451521,398140,849661
Leveraged Funds,2007-10-30,-404960,394376,799336
Leveraged Funds,2007-10-23,-392406,397387,789793
Leveraged Funds,2007-10-16,-341238,427773,769011
Leveraged Funds,2007-10-09,-369432,427338,796770
Leveraged Funds,2007-10-02,-370090,407767,777857
Leveraged Funds,2007-09-25,-385945,325645,711590
Leveraged Funds,2007-09-18,-468623,379478,848101
Leveraged Funds,2007-09-11,-478112,374376,852488
Leveraged Funds,2007-09-04,-467533,364026,831559
Leveraged Funds,2007-08-28,-475277,399370,874647
Leveraged Funds,2007-08-21,-483079,413384,896463
Leveraged Funds,2007-08-14,-501759,437610,939369
Leveraged Funds,2007-08-07,-469556,407658,877214
Leveraged Funds,2007-07-31,-433956,400253,834209
Leveraged Funds,2007-07-24,-412139,388211,800350
Leveraged Funds,2007-07-17,-393163,383010,776173
Leveraged Funds,2007-07-10,-365283,361513,726796
Leveraged Funds,2007-07-03,-303736,372841,676577
Leveraged Funds,2007-06-26,-257552,371788,629340
Leveraged Funds,2007-06-19,-207173,389877,597050
Leveraged Funds,2007-06-12,-580146,473752,1053898
Leveraged Funds,2007-06-05,-529483,509498,1038981
Leveraged Funds,2007-05-29,-491004,462851,953855
Leveraged Funds,2007-05-22,-391801,516750,908551
Leveraged Funds,2007-05-15,-327252,466878,794130
Leveraged Funds,2007-05-08,-327156,473572,800728
Leveraged Funds,2007-05-01,-311887,447923,759810
Leveraged Funds,2007-04-24,-483273,367410,850683
Leveraged Funds,2007-04-17,-506214,260033,766247
Leveraged Funds,2007-04-10,-530122,254446,784568
Leveraged Funds,2007-04-03,-538388,259340,797728
Leveraged Funds,2007-03-27,-536180,211815,747995
Leveraged Funds,2007-03-20,-524247,184245,708492
Leveraged Funds,2007-03-13,-478800,342213,821013
Leveraged Funds,2007-03-06,-301337,326201,627538
Leveraged Funds,2007-02-27,-205653,387375,593028
Leveraged Funds,2007-02-20,-50125,449480,499605
Leveraged Funds,2007-02-13,-72250,384508,456758
Leveraged Funds,2007-02-06,-53675,388140,441815
Leveraged Funds,2007-01-30,-54604,361568,416172
Leveraged Funds,2007-01-23,102613,491403,388790
Leveraged Funds,2007-01-16,167613,507541,339928
Leveraged Funds,2007-01-09,140878,427778,286900
Leveraged Funds,2007-01-03,94370,420876,326506
Leveraged Funds,2006-12-26,61668,393059,331391
Leveraged Funds,2006-12-19,80508,434307,353799
Leveraged Funds,2006-12-12,12389,579329,566940
Leveraged Funds,2006-12-05,60609,585108,524499
Leveraged Funds,2006-11-28,94449,575815,481366
Leveraged Funds,2006-11-21,115548,597765,482217
Leveraged Funds,2006-11-14,71123,589997,518874
Leveraged Funds,2006-11-07,26790,535714,508924
Leveraged Funds,2006-10-31,19362,492633,473271
Leveraged Funds,2006-10-24,-43692,457922,501614
Leveraged Funds,2006-10-17,-33481,442929,476410
Leveraged Funds,2006-10-10,-118910,401856,520766
Leveraged Funds,2006-10-03,-130254,405769,536023
Leveraged Funds,2006-09-26,-188180,328388,516568
Leveraged Funds,2006-09-19,-214373,237952,452325
Leveraged Funds,2006-09-12,-373916,322263,696179
Leveraged Funds,2006-09-05,-366091,330042,696133
Leveraged Funds,2006-08-29,-333193,289918,623111
Leveraged Funds,2006-08-22,-371982,268295,640277
Leveraged Funds,2006-08-15,-370074,268748,638822
Leveraged Funds,2006-08-08,-429409,206517,635926
Leveraged Funds,2006-08-01,-404836,169527,574363
Leveraged Funds,2006-07-25,-384577,183792,568369
Leveraged Funds,2006-07-18,-433288,186970,620258
Leveraged Funds,2006-07-11,-337261,202140,539401
Leveraged Funds,2006-07-03,-321223,163538,484761
Leveraged Funds,2006-06-27,-393786,151315,545101
Leveraged Funds,2006-06-20,-376354,138864,515218
Leveraged Funds,2006-06-13,-320694,319581,640275
Asset Manager/Institutional,2024-10-08,1222867,1519058,296191
Asset Manager/Institutional,2024-10-01,1232306,1535933,303627
Asset Manager/Institutional,2024-09-24,1248058,1532324,284266
Asset Manager/Institutional,2024-09-17,1173107,1473770,300663
Asset Manager/Institutional,2024-09-10,1113909,1441325,327416
Asset Manager/Institutional,2024-09-03,1133790,1450856,317066
Asset Manager/Institutional,2024-08-27,1124081,1437962,313881
Asset Manager/Institutional,2024-08-20,1098017,1413152,315135
Asset Manager/Institutional,2024-08-13,1082092,1412905,330813
Asset Manager/Institutional,2024-08-06,1011606,1386719,375113
Asset Manager/Institutional,2024-07-30,1106294,1471178,364884
Asset Manager/Institutional,2024-07-23,1154034,1492991,338957
Asset Manager/Institutional,2024-07-09,1082049,1447887,365838
Asset Manager/Institutional,2024-06-25,1086675,1426887,340212
Asset Manager/Institutional,2024-06-18,1071227,1411020,339793
Asset Manager/Institutional,2024-06-11,1088065,1409526,321461
Asset Manager/Institutional,2024-06-04,1071297,1395161,323864
Asset Manager/Institutional,2024-05-28,1121836,1432885,311049
Asset Manager/Institutional,2024-05-21,1080879,1411749,330870
Asset Manager/Institutional,2024-05-14,1051743,1381800,330057
Asset Manager/Institutional,2024-05-07,989240,1349616,360376
Asset Manager/Institutional,2024-04-30,925269,1329460,404191
Asset Manager/Institutional,2024-04-23,969332,1368664,399332
Asset Manager/Institutional,2024-04-16,995794,1373034,377240
Asset Manager/Institutional,2024-04-09,1092776,1444534,351758
Asset Manager/Institutional,2024-04-02,1075425,1442668,367243
Asset Manager/Institutional,2024-03-26,1113497,1477119,363622
Asset Manager/Institutional,2024-03-19,1105336,1480686,375350
Asset Manager/Institutional,2024-03-12,1073763,1468274,394511
Asset Manager/Institutional,2024-03-05,1068834,1472085,403251
Asset Manager/Institutional,2024-02-27,1107558,1499005,391447
Asset Manager/Institutional,2024-02-20,1111885,1502851,390966
Asset Manager/Institutional,2024-02-13,1083620,1495170,411550
Asset Manager/Institutional,2024-02-06,1044203,1483172,438969
Asset Manager/Institutional,2024-01-30,1105061,1536770,431709
Asset Manager/Institutional,2024-01-23,1048915,1510738,461823
Asset Manager/Institutional,2024-01-16,1045495,1500701,455206
Asset Manager/Institutional,2024-01-09,1066645,1521633,454988
Asset Manager/Institutional,2024-01-02,1118330,1571730,453400
Asset Manager/Institutional,2023-12-26,1047086,1485208,438122
Asset Manager/Institutional,2023-12-19,1038133,1496615,458482
Asset Manager/Institutional,2023-12-12,941777,1442043,500266
Asset Manager/Institutional,2023-12-05,928749,1465492,536743
Asset Manager/Institutional,2023-11-28,902780,1453638,550858
Asset Manager/Institutional,2023-11-21,864469,1421500,557031
Asset Manager/Institutional,2023-11-14,799910,1368521,568611
Asset Manager/Institutional,2023-11-07,734013,1360455,626442
Asset Manager/Institutional,2023-10-31,627059,1326229,699170
Asset Manager/Institutional,2023-10-24,656591,1317933,661342
Asset Manager/Institutional,2023-10-17,727396,1324722,597326
Asset Manager/Institutional,2023-10-10,712251,1313724,601473
Asset Manager/Institutional,2023-10-03,723949,1318689,594740
Asset Manager/Institutional,2023-09-26,823940,1354853,530913
Asset Manager/Institutional,2023-09-19,946033,1421810,475777
Asset Manager/Institutional,2023-09-12,848565,1356061,507496
Asset Manager/Institutional,2023-09-05,864020,1382072,518052
Asset Manager/Institutional,2023-08-29,845646,1369353,523707
Asset Manager/Institutional,2023-08-22,827465,1380112,552647
Asset Manager/Institutional,2023-08-15,872569,1397849,525280
Asset Manager/Institutional,2023-08-08,870220,1388450,518230
Asset Manager/Institutional,2023-08-01,919808,1425452,505644
Asset Manager/Institutional,2023-07-25,898505,1426495,527990
Asset Manager/Institutional,2023-07-18,914774,1422402,507628
Asset Manager/Institutional,2023-07-11,831883,1375654,543771
Asset Manager/Institutional,2023-07-03,841220,1376489,535269
Asset Manager/Institutional,2023-06-27,816334,1373725,557391
Asset Manager/Institutional,2023-06-20,891705,1423756,532051
Asset Manager/Institutional,2023-06-13,860179,1389266,529087
Asset Manager/Institutional,2023-06-06,751315,1339484,588169
Asset Manager/Institutional,2023-05-30,695810,1325212,629402
Asset Manager/Institutional,2023-05-23,691924,1328232,636308
Asset Manager/Institutional,2023-05-16,641467,1315554,674087
Asset Manager/Institutional,2023-05-09,616546,1283590,667044
Asset Manager/Institutional,2023-05-02,608635,1284773,676138
Asset Manager/Institutional,2023-04-25,600107,1284889,684782
Asset Manager/Institutional,2023-04-18,600438,1276389,675951
Asset Manager/Institutional,2023-04-11,542568,1217354,674786
Asset Manager/Institutional,2023-04-04,496547,1172848,676301
Asset Manager/Institutional,2023-03-28,437685,1204843,767158
Asset Manager/Institutional,2023-03-21,499382,1248116,748734
Asset Manager/Institutional,2023-03-14,486336,1218739,732403
Asset Manager/Institutional,2023-03-07,553205,1205906,652701
Asset Manager/Institutional,2023-02-28,531661,1212520,680859
Asset Manager/Institutional,2023-02-21,593549,1213144,619595
Asset Manager/Institutional,2023-02-14,631144,1218192,587048
Asset Manager/Institutional,2023-02-07,640236,1217349,577113
Asset Manager/Institutional,2023-01-31,628582,1215172,586590
Asset Manager/Institutional,2023-01-24,585216,1223548,638332
Asset Manager/Institutional,2023-01-17,564102,1231901,667799
Asset Manager/Institutional,2023-01-10,460674,1195745,735071
Asset Manager/Institutional,2023-01-03,414970,1183418,768448
Asset Manager/Institutional,2022-12-27,435503,1199820,764317
Asset Manager/Institutional,2022-12-20,431276,1208877,777601
Asset Manager/Institutional,2022-12-13,494003,1211892,717889
Asset Manager/Institutional,2022-12-06,469379,1205264,735885
Asset Manager/Institutional,2022-11-29,479613,1229527,749914
Asset Manager/Institutional,2022-11-22,459859,1204100,744241
Asset Manager/Institutional,2022-11-15,429051,1189977,760926
Asset Manager/Institutional,2022-11-08,278662,1163661,884999
Asset Manager/Institutional,2022-11-01,268651,1173903,905252
Asset Manager/Institutional,2022-10-25,196814,1171205,974391
Asset Manager/Institutional,2022-10-18,124756,1160952,1036196
Asset Manager/Institutional,2022-10-11,59781,1134970,1075189
Asset Manager/Institutional,2022-10-04,78787,1136431,1057644
Asset Manager/Institutional,2022-09-27,107287,1131259,1023972
Asset Manager/Institutional,2022-09-20,212157,1151366,939209
Asset Manager/Institutional,2022-09-13,256403,1177890,921487
Asset Manager/Institutional,2022-09-06,213536,1181640,968104
Asset Manager/Institutional,2022-08-30,295123,1215003,919880
Asset Manager/Institutional,2022-08-23,342496,1229267,886771
Asset Manager/Institutional,2022-08-16,395174,1268802,873628
Asset Manager/Institutional,2022-08-09,258343,1229249,970906
Asset Manager/Institutional,2022-08-02,251667,1271346,1019679
Asset Manager/Institutional,2022-07-26,205628,1298705,1093077
Asset Manager/Institutional,2022-07-19,140797,1278156,1137359
Asset Manager/Institutional,2022-07-12,118548,1279831,1161283
Asset Manager/Institutional,2022-07-05,103884,1267615,1163731
Asset Manager/Institutional,2022-06-28,93511,1238893,1145382
Asset Manager/Institutional,2022-06-21,73095,1249428,1176333
Asset Manager/Institutional,2022-06-14,93049,1191068,1098019
Asset Manager/Institutional,2022-06-07,273326,1234508,961182
Asset Manager/Institutional,2022-05-31,271332,1241252,969920
Asset Manager/Institutional,2022-05-24,181333,1204803,1023470
Asset Manager/Institutional,2022-05-17,207264,1200810,993546
Asset Manager/Institutional,2022-05-10,170860,1158535,987675
Asset Manager/Institutional,2022-05-03,298763,1179673,880910
Asset Manager/Institutional,2022-04-26,327419,1184169,856750
Asset Manager/Institutional,2022-04-19,482558,1230813,748255
Asset Manager/Institutional,2022-04-12,476609,1236313,759704
Asset Manager/Institutional,2022-04-05,547506,1235675,688169
Asset Manager/Institutional,2022-03-29,562045,1270402,708357
Asset Manager/Institutional,2022-03-22,496315,1276648,780333
Asset Manager/Institutional,2022-03-15,386797,1268412,881615
Asset Manager/Institutional,2022-03-08,368007,1226553,858546
Asset Manager/Institutional,2022-03-01,431767,1256550,824783
Asset Manager/Institutional,2022-02-22,492302,1281970,789668
Asset Manager/Institutional,2022-02-15,522259,1259340,737081
Asset Manager/Institutional,2022-02-08,562152,1285346,723194
Asset Manager/Institutional,2022-02-01,658798,1343183,684385
Asset Manager/Institutional,2022-01-25,673762,1359326,685564
Asset Manager/Institutional,2022-01-18,783973,1372665,588692
Asset Manager/Institutional,2022-01-11,814849,1395242,580393
Asset Manager/Institutional,2022-01-04,852489,1402828,550339
Asset Manager/Institutional,2021-12-28,826533,1397551,571018
Asset Manager/Institutional,2021-12-21,734106,1363374,629268
Asset Manager/Institutional,2021-12-14,663951,1321269,657318
Asset Manager/Institutional,2021-12-07,736525,1370614,634089
Asset Manager/Institutional,2021-11-30,775152,1406153,631001
Asset Manager/Institutional,2021-11-23,907257,1462017,554760
Asset Manager/Institutional,2021-11-16,914258,1457469,543211
Asset Manager/Institutional,2021-11-09,881402,1442379,560977
Asset Manager/Institutional,2021-11-02,842120,1425456,583336
Asset Manager/Institutional,2021-10-26,858198,1432281,574083
Asset Manager/Institutional,2021-10-19,839321,1440647,601326
Asset Manager/Institutional,2021-10-12,766253,1406335,640082
Asset Manager/Institutional,2021-10-05,836555,1456350,619795
Asset Manager/Institutional,2021-09-28,871762,1457171,585409
Asset Manager/Institutional,2021-09-21,900007,1507648,607641
Asset Manager/Institutional,2021-09-14,920818,1503932,583114
Asset Manager/Institutional,2021-09-07,982557,1547873,565316
Asset Manager/Institutional,2021-08-31,971797,1553309,581512
Asset Manager/Institutional,2021-08-24,936899,1541046,604147
Asset Manager/Institutional,2021-08-17,955881,1564831,608950
Asset Manager/Institutional,2021-08-10,966103,1565814,599711
Asset Manager/Institutional,2021-07-27,954391,1584309,629918
Asset Manager/Institutional,2021-07-20,968712,1615668,646956
Asset Manager/Institutional,2021-07-13,1031947,1623981,592034
Asset Manager/Institutional,2021-07-06,1035375,1629970,594595
Asset Manager/Institutional,2021-06-29,1038091,1620232,582141
Asset Manager/Institutional,2021-06-22,1033061,1643664,610603
Asset Manager/Institutional,2021-06-08,947957,1577694,629737
Asset Manager/Institutional,2021-06-01,924093,1545804,621711
Asset Manager/Institutional,2021-05-25,897846,1544398,646552
Asset Manager/Institutional,2021-05-18,886612,1516819,630207
Asset Manager/Institutional,2021-05-11,957151,1547972,590821
Asset Manager/Institutional,2021-05-04,988289,1575719,587430
Asset Manager/Institutional,2021-04-27,963025,1550454,587429
Asset Manager/Institutional,2021-04-20,947408,1549273,601865
Asset Manager/Institutional,2021-04-13,927623,1535369,607746
Asset Manager/Institutional,2021-04-06,924888,1543254,618366
Asset Manager/Institutional,2021-03-30,881051,1502119,621068
Asset Manager/Institutional,2021-03-23,873144,1511651,638507
Asset Manager/Institutional,2021-03-16,792581,1440481,647900
Asset Manager/Institutional,2021-03-09,777141,1450246,673105
Asset Manager/Institutional,2021-03-02,827525,1472801,645276
Asset Manager/Institutional,2021-02-23,941027,1564319,623292
Asset Manager/Institutional,2021-02-16,969313,1576002,606689
Asset Manager/Institutional,2021-02-09,979130,1582583,603453
Asset Manager/Institutional,2021-02-02,905982,1576984,671002
Asset Manager/Institutional,2021-01-26,1004871,1657129,652258
Asset Manager/Institutional,2021-01-19,1020505,1697509,677004
Asset Manager/Institutional,2021-01-12,1003735,1685782,682047
Asset Manager/Institutional,2021-01-05,955576,1676604,721028
Asset Manager/Institutional,2020-12-29,930130,1651321,721191
Asset Manager/Institutional,2020-12-21,916229,1645940,729711
Asset Manager/Institutional,2020-12-15,893854,1629765,735911
Asset Manager/Institutional,2020-12-08,903187,1636962,733775
Asset Manager/Institutional,2020-12-01,841779,1598594,756815
Asset Manager/Institutional,2020-11-24,842985,1604455,761470
Asset Manager/Institutional,2020-11-17,799276,1577440,778164
Asset Manager/Institutional,2020-11-10,729963,1525888,795925
Asset Manager/Institutional,2020-11-03,633807,1494224,860417
Asset Manager/Institutional,2020-10-27,715415,1544472,829057
Asset Manager/Institutional,2020-10-20,742012,1579885,837873
Asset Manager/Institutional,2020-10-13,774078,1590754,816676
Asset Manager/Institutional,2020-10-06,677977,1558376,880399
Asset Manager/Institutional,2020-09-29,656823,1592904,936081
Asset Manager/Institutional,2020-09-22,730456,1652242,921786
Asset Manager/Institutional,2020-09-15,714788,1596446,881658
Asset Manager/Institutional,2020-09-08,697273,1568030,870757
Asset Manager/Institutional,2020-09-01,809427,1655927,846500
Asset Manager/Institutional,2020-08-25,838878,1695149,856271
Asset Manager/Institutional,2020-08-18,797124,1663767,866643
Asset Manager/Institutional,2020-08-11,751553,1632171,880618
Asset Manager/Institutional,2020-08-04,675022,1612654,937632
Asset Manager/Institutional,2020-07-28,607493,1578297,970804
Asset Manager/Institutional,2020-07-21,567868,1537683,969815
Asset Manager/Institutional,2020-07-14,546088,1550524,1004436
Asset Manager/Institutional,2020-07-07,539017,1578876,1039859
Asset Manager/Institutional,2020-06-30,499811,1582567,1082756
Asset Manager/Institutional,2020-06-23,553519,1624768,1071249
Asset Manager/Institutional,2020-06-16,592805,1633877,1041072
Asset Manager/Institutional,2020-06-09,666981,1658115,991134
Asset Manager/Institutional,2020-06-02,569746,1652280,1082534
Asset Manager/Institutional,2020-05-26,564186,1690008,1125822
Asset Manager/Institutional,2020-05-19,483776,1679046,1195270
Asset Manager/Institutional,2020-05-12,540787,1713693,1172906
Asset Manager/Institutional,2020-05-05,486898,1674796,1187898
Asset Manager/Institutional,2020-04-28,599042,1786114,1187072
Asset Manager/Institutional,2020-04-21,560611,1798762,1238151
Asset Manager/Institutional,2020-04-14,602132,1803372,1201240
Asset Manager/Institutional,2020-04-07,437386,1777947,1340561
Asset Manager/Institutional,2020-03-31,498049,1825533,1327484
Asset Manager/Institutional,2020-03-24,354104,1730527,1376423
Asset Manager/Institutional,2020-03-17,297041,1651461,1354420
Asset Manager/Institutional,2020-03-10,562853,1733395,1170542
Asset Manager/Institutional,2020-03-03,752497,1643151,890654
Asset Manager/Institutional,2020-02-25,1027978,1757280,729302
Asset Manager/Institutional,2020-02-18,1297798,1937013,639215
Asset Manager/Institutional,2020-02-11,1270693,1924799,654106
Asset Manager/Institutional,2020-02-04,1236924,1902735,665811
Asset Manager/Institutional,2020-01-28,1224023,1919422,695399
Asset Manager/Institutional,2020-01-21,1276063,1966214,690151
Asset Manager/Institutional,2020-01-14,1265336,1930780,665444
Asset Manager/Institutional,2020-01-07,1189504,1874686,685182
Asset Manager/Institutional,2019-12-31,1180665,1871784,691119
Asset Manager/Institutional,2019-12-24,1201917,1897430,695513
Asset Manager/Institutional,2019-12-17,1013511,1741054,727543
Asset Manager/Institutional,2019-12-10,1020573,1767814,747241
Asset Manager/Institutional,2019-12-03,962170,1766411,804241
Asset Manager/Institutional,2019-11-26,1033728,1806890,773162
Asset Manager/Institutional,2019-11-19,1025830,1801476,775646
Asset Manager/Institutional,2019-11-12,1012341,1791180,778839
Asset Manager/Institutional,2019-11-05,941415,1753882,812467
Asset Manager/Institutional,2019-10-29,902119,1746392,844273
Asset Manager/Institutional,2019-10-22,847362,1730993,883631
Asset Manager/Institutional,2019-10-15,802052,1708257,906205
Asset Manager/Institutional,2019-10-08,737665,1667965,930300
Asset Manager/Institutional,2019-10-01,818503,1741678,923175
Asset Manager/Institutional,2019-09-24,876091,1775866,899775
Asset Manager/Institutional,2019-09-17,766612,1693375,926763
Asset Manager/Institutional,2019-09-10,759483,1710884,951401
Asset Manager/Institutional,2019-09-03,699316,1687953,988637
Asset Manager/Institutional,2019-08-27,701721,1706148,1004427
Asset Manager/Institutional,2019-08-20,664623,1684193,1019570
Asset Manager/Institutional,2019-08-13,771691,1713845,942154
Asset Manager/Institutional,2019-08-06,813482,1758598,945116
Asset Manager/Institutional,2019-07-30,967463,1832100,864637
Asset Manager/Institutional,2019-07-23,960985,1831181,870196
Asset Manager/Institutional,2019-07-16,1006593,1862317,855724
Asset Manager/Institutional,2019-07-09,955539,1817409,861870
Asset Manager/Institutional,2019-07-02,953282,1793980,840698
Asset Manager/Institutional,2019-06-25,976770,1800982,824212
Asset Manager/Institutional,2019-06-18,853339,1714167,860828
Asset Manager/Institutional,2019-06-11,829643,1712234,882591
Asset Manager/Institutional,2019-06-04,753241,1641597,888356
Asset Manager/Institutional,2019-05-28,751384,1633193,881809
Asset Manager/Institutional,2019-05-21,775735,1630744,855009
Asset Manager/Institutional,2019-05-14,772481,1626336,853855
Asset Manager/Institutional,2019-05-07,812108,1667677,855569
Asset Manager/Institutional,2019-04-30,853256,1714913,861657
Asset Manager/Institutional,2019-04-23,851189,1703923,852734
Asset Manager/Institutional,2019-04-16,855172,1683504,828332
Asset Manager/Institutional,2019-04-09,828325,1653767,825442
Asset Manager/Institutional,2019-04-02,787988,1655532,867544
Asset Manager/Institutional,2019-03-26,789949,1657949,868000
Asset Manager/Institutional,2019-03-19,770952,1689590,918638
Asset Manager/Institutional,2019-03-12,671560,1583714,912154
Asset Manager/Institutional,2019-03-05,679176,1584937,905761
Asset Manager/Institutional,2019-02-26,676248,1591183,914935
Asset Manager/Institutional,2019-02-19,576710,1537648,960938
Asset Manager/Institutional,2019-02-12,576456,1533857,957401
Asset Manager/Institutional,2019-02-05,650828,1512032,861204
Asset Manager/Institutional,2019-01-29,669281,1518563,849282
Asset Manager/Institutional,2019-01-22,685886,1555447,869561
Asset Manager/Institutional,2019-01-15,683047,1576868,893821
Asset Manager/Institutional,2019-01-08,673139,1579560,906421
Asset Manager/Institutional,2018-12-31,615655,1560724,945069
Asset Manager/Institutional,2018-12-24,516164,1525891,1009727
Asset Manager/Institutional,2018-12-18,390201,1427081,1036880
Asset Manager/Institutional,2018-12-11,372495,1430199,1057704
Asset Manager/Institutional,2018-12-04,480772,1475933,995161
Asset Manager/Institutional,2018-11-27,450799,1480323,1029524
Asset Manager/Institutional,2018-11-20,451370,1504807,1053437
Asset Manager/Institutional,2018-11-13,501997,1533641,1031644
Asset Manager/Institutional,2018-11-06,436415,1500152,1063737
Asset Manager/Institutional,2018-10-30,394640,1452572,1057932
Asset Manager/Institutional,2018-10-23,509160,1530932,1021772
Asset Manager/Institutional,2018-10-16,619409,1628186,1008777
Asset Manager/Institutional,2018-10-09,855879,1811135,955256
Asset Manager/Institutional,2018-10-02,1001766,1949878,948112
Asset Manager/Institutional,2018-09-25,1035749,1973116,937367
Asset Manager/Institutional,2018-09-18,907078,1876254,969176
Asset Manager/Institutional,2018-09-11,841974,1804895,962921
Asset Manager/Institutional,2018-09-04,806486,1787351,980865
Asset Manager/Institutional,2018-08-28,709558,1734558,1025000
Asset Manager/Institutional,2018-08-21,615667,1688830,1073163
Asset Manager/Institutional,2018-08-14,594763,1665740,1070977
Asset Manager/Institutional,2018-08-07,630213,1699040,1068827
Asset Manager/Institutional,2018-07-31,625642,1674997,1049355
Asset Manager/Institutional,2018-07-24,660784,1708114,1047330
Asset Manager/Institutional,2018-07-17,665089,1720089,1055000
Asset Manager/Institutional,2018-07-10,671768,1728167,1056399
Asset Manager/Institutional,2018-07-03,589073,1678995,1089922
Asset Manager/Institutional,2018-06-26,610244,1689824,1079580
Asset Manager/Institutional,2018-06-19,712368,1782571,1070203
Asset Manager/Institutional,2018-06-12,529838,1629217,1099379
Asset Manager/Institutional,2018-06-05,462179,1565490,1103311
Asset Manager/Institutional,2018-05-29,423302,1528209,1104907
Asset Manager/Institutional,2018-05-22,469830,1546207,1076377
Asset Manager/Institutional,2018-05-15,531222,1511172,979950
Asset Manager/Institutional,2018-05-08,542134,1505319,963185
Asset Manager/Institutional,2018-05-01,530203,1509177,978974
Asset Manager/Institutional,2018-04-24,642157,1560838,918681
Asset Manager/Institutional,2018-04-17,659793,1584195,924402
Asset Manager/Institutional,2018-04-10,585035,1499872,914837
Asset Manager/Institutional,2018-04-03,520677,1518801,998124
Asset Manager/Institutional,2018-03-27,613493,1545211,931718
Asset Manager/Institutional,2018-03-20,804734,1717155,912421
Asset Manager/Institutional,2018-03-13,847076,1783657,936581
Asset Manager/Institutional,2018-03-06,784754,1748137,963383
Asset Manager/Institutional,2018-02-27,912779,1853395,940616
Asset Manager/Institutional,2018-02-20,870997,1826412,955415
Asset Manager/Institutional,2018-02-13,744339,1735645,991306
Asset Manager/Institutional,2018-02-06,903025,1872889,969864
Asset Manager/Institutional,2018-01-30,1078788,2002492,923704
Asset Manager/Institutional,2018-01-23,1158776,2103738,944962
Asset Manager/Institutional,2018-01-16,1087399,2070408,983009
Asset Manager/Institutional,2018-01-09,1076229,2061225,984996
Asset Manager/Institutional,2018-01-02,923345,1922283,998938
Asset Manager/Institutional,2017-12-26,870233,1884510,1014277
Asset Manager/Institutional,2017-12-19,897370,1898796,1001426
Asset Manager/Institutional,2017-12-12,774398,1776065,1001667
Asset Manager/Institutional,2017-12-05,808098,1769133,961035
Asset Manager/Institutional,2017-11-28,892402,1831790,939388
Asset Manager/Institutional,2017-11-21,887715,1822360,934645
Asset Manager/Institutional,2017-11-14,888795,1819311,930516
Asset Manager/Institutional,2017-11-07,886352,1836898,950546
Asset Manager/Institutional,2017-10-31,928268,1870841,942573
Asset Manager/Institutional,2017-10-24,948652,1899891,951239
Asset Manager/Institutional,2017-10-17,955288,1922467,967179
Asset Manager/Institutional,2017-10-10,966162,1922923,956761
Asset Manager/Institutional,2017-10-03,941813,1914444,972631
Asset Manager/Institutional,2017-09-26,989465,2000046,1010581
Asset Manager/Institutional,2017-09-19,1035307,2052391,1017084
Asset Manager/Institutional,2017-09-12,900271,1755114,854843
Asset Manager/Institutional,2017-09-05,780778,1603883,823105
Asset Manager/Institutional,2017-08-29,782599,1628041,845442
Asset Manager/Institutional,2017-08-22,790028,1616707,826679
Asset Manager/Institutional,2017-08-15,831612,1653353,821741
Asset Manager/Institutional,2017-08-08,862207,1686761,824554
Asset Manager/Institutional,2017-08-01,818951,1639722,820771
Asset Manager/Institutional,2017-07-25,780181,1602686,822505
Asset Manager/Institutional,2017-07-18,744765,1542307,797542
Asset Manager/Institutional,2017-07-11,716941,1516796,799855
Asset Manager/Institutional,2017-07-03,654617,1499508,844891
Asset Manager/Institutional,2017-06-27,706569,1522265,815696
Asset Manager/Institutional,2017-06-20,782471,1574723,792252
Asset Manager/Institutional,2017-06-13,654485,1426081,771596
Asset Manager/Institutional,2017-06-06,653348,1428163,774815
Asset Manager/Institutional,2017-05-30,669090,1458513,789423
Asset Manager/Institutional,2017-05-23,657008,1437701,780693
Asset Manager/Institutional,2017-05-16,665544,1472363,806819
